Year,Loudness,Hotttnesss,Familiarity
1961,-18.051,0.299230368,0.396455254
1961,-14.438,0.316354001,0.430538907
1961,-11.508,0.299230368,0.396455254
1961,-12.043,0.372910681,0.443865075
1961,-5.176,0.468511466,0.656728903
1961,-23.611,0.3065186,0.378347969
1961,-15.237,0.316354001,0.430538907
1962,-6.643,0.384549528,0.590131052
1962,-18.57,0.34341318,0.500506965
1962,-9.989,0.19936897,0.236105041
1962,-8.813,0.382934593,0.546648694
1963,-9.091,0.389100776,0.606925359
1963,-11.927,0.331863557,0.544835431
1963,-13.321,0.395791274,0.60383917
1963,-9.059,0.398349517,0.599536502
1963,-9.379,0.363930188,0.552021062
1963,-8.23,0.398349517,0.599536502
1963,-6.863,0.398349517,0.599536502
1963,-6.999,0.735765693,0.814829656
1963,-7.541,0.389100776,0.606925359
1963,-16.489,0.410247407,0.633220624
1963,-5.827,0.360053307,0.540037749
1963,-10.112,0.310731085,0.411045135
1963,-11.49,0.379137556,0.66229871
1963,-13.323,0.462190105,0.624252499
1963,-7.068,0.310731085,0.411045135
1964,-10.922,0.418216518,0.640807102
1964,-7.343,0.776037656,0.814829656
1964,-11.553,0.776037656,0.814829656
1964,-25.924,0.414892612,0.57810363
1964,-5.144,0.116156134,0.27790004
1964,-18.7,0.414892612,0.57810363
1964,-7.597,0.418216518,0.640807102
1964,-13.53,0.418216518,0.400978964
1964,-14.962,0.481369053,0.552416732
1964,-24.669,0.414892612,0.57810363
1964,-7.455,0.840462688,0.840409662
1964,-6.172,0.533885536,0.661506487
1964,-16.438,0.40886172,0.647769063
1965,-10.288,0.460703674,0.685080489
1965,-17.669,0.348462172,0.526880372
1965,-13.797,0.410541103,0.658731278
1965,-9.155,0.392579878,0.558916244
1965,-11.219,0.418216518,0.640807102
1965,-5.84,0.449052575,0.582238344
1965,-19.297,0.35303574,0.519000072
1965,-11.726,0.452817838,0.590692918
1966,-8.541,0.338414818,0.411421048
1966,-11.027,0.338575026,0.543393231
1966,-23.815,0.423825663,0.650726924
1966,-5.074,0.449052575,0.582238344
1966,-8.441,0.405234691,0.626803106
1966,-10.222,0.510324986,0.593972953
1966,-15.15,0.33286717,0.495518893
1966,-10.854,0.43280431,0.517480572
1966,-7.124,0.449052575,0.703348289
1966,-12.67,0.735765693,0.814829656
1966,-14.299,0.510324986,0.796493402
1966,-12.818,0.401098465,0.625067009
1967,-14.014,0.397775654,0.56412895
1967,-10.612,0.354454708,0.555787461
1967,-10.393,0.417499645,0.630630038
1967,-6.356,0.405234691,0.626803106
1967,-12.144,0.603876487,0.707332699
1967,-18.581,0,0.344062159
1967,-6.772,0.584116573,0.876829878
1967,-15.489,0.267359775,0.345612725
1967,-12.939,0.393292711,0.570900104
1967,-12.345,0.417499645,0.630630038
1967,-13.767,0.282491646,0.48177182
1967,-10.813,0.638906377,0.818042044
1967,-16.822,0.410950258,0.634490513
1967,-13.04,0.47079025,0.606769573
1967,-15.911,0.355515927,0.503523667
1967,-13.781,0.39846996,0.597281478
1967,-14.876,0.449608088,0.653340693
1967,-13.961,0.390660523,0.620392056
1967,-16.964,0.403197978,0.611942956
1967,-8.643,0.449052575,0.582238344
1967,-13.941,0.409027745,0.584007553
1967,-21.437,0.169797033,0.324422217
1967,-13.382,0.38065636,0.601891975
1967,-11.863,0.397775654,0.56412895
1967,-9.877,0.354454708,0.555787461
1967,-23.977,0.401098465,0.625067009
1967,-13.915,0.383845367,0.585735488
1967,-10.173,0.449608088,0.653340693
1967,-18.197,0.447199722,0.291673535
1968,-13.134,0.38479891,0.582460567
1968,-13.592,0.409196036,0.606118646
1968,-14.002,0.498497973,0.750621598
1968,-11.803,0.410247407,0.633220624
1968,-13.881,0.38479891,0.582460567
1968,-23.964,0.510324986,0.593972953
1968,-14.476,0.34900059,0.545348354
1968,-11.382,0.350327605,0.530605798
1968,-8.573,0.454541929,0.612953154
1968,-11.723,0.349488482,0.504565762
1968,-15.879,0.389157892,0.663400927
1968,-12.256,0.404897335,0.593496044
1968,-12.065,0.530262813,0.63589871
1968,-10.736,0.38479891,0.582460567
1968,-12.211,0.449052575,0.582238344
1968,-14.09,0.409196036,0.606118646
1968,-11.795,0.38479891,0.582460567
1968,-14.1,0.383210969,0.567461244
1968,-11.186,0.383845367,0.256729228
1968,-8.192,0.228821848,0.330520763
1968,-13.806,0.422033836,0.518442304
1968,-11.669,0.417499645,0.630630038
1968,-11.547,0.383210969,0.567461244
1969,-9.843,0.417499645,0.630630038
1969,-11.359,0.390660523,0.620392056
1969,-6.216,0.587869152,0.840963901
1969,-9.465,0.362174491,0.559263502
1969,-11.899,0.454541929,0.612953154
1969,-9.8,0.393945814,0.576645316
1969,-10.381,0.452380504,0.749711707
1969,-9.774,0.454541929,0.612953154
1969,-11.826,0.335607264,0.476986277
1969,-10.219,0.45146606,0.654860822
1969,-8.814,0.385787615,0.583443024
1969,-12.494,0.559925869,0.82960374
1969,-6.021,0.735208878,0.817256939
1969,-7.246,0.454541929,0.612953154
1969,-8.669,0.454541929,0.612953154
1969,-8.943,0.497050959,0.732603394
1969,-14.736,0.362174491,0.559263502
1970,-19.991,0.496224349,0.732393863
1970,-16.45,0.371711094,0.552719818
1970,-4.594,0.285682007,0.416184081
1970,-13.839,0.391587029,0.556997728
1970,-15.202,0.405178359,0.567278871
1970,-16.834,0.403509673,0.624723768
1970,-2.969,0.45146606,0.654860822
1970,-12.135,0.349037894,0.524008172
1970,-11.987,0.215958703,0.502245023
1970,-7.616,0.360425106,0.508124534
1970,-12.169,0.389341752,0.580798778
1970,-12.893,0.443708895,0.634226963
1970,-10.124,0.46311834,0.683388517
1970,-11.799,0.38355747,0.652860466
1970,-9.947,0.362174491,0.559263502
1970,-13.921,0.371711094,0.552719818
1970,-13.562,0.405178359,0.567278871
1970,-10.544,0.634412385,0.787098355
1970,-12.098,0.397517216,0.680263753
1970,-9.054,0,0.405502993
1970,-12.77,0.215958703,0.502245023
1971,-9.275,0.405178359,0.567278871
1971,-15.144,0.422472423,0.657406765
1971,-11.965,0.603876487,0.707335681
1971,-10.895,0.333596877,0.561487776
1971,-8.301,0.334415271,0.49030398
1971,-8.392,0.45146606,0.654860822
1971,-13.705,0.395478861,0.555904123
1971,-12.569,0.321366997,0.528736353
1971,-5.24,0.437001919,0.559317502
1971,-14.3,0.343010914,0.529379509
1971,-10.095,0.215958703,0.502245023
1971,-17.604,0.191193993,0.324128628
1971,-13.607,0.382593001,0.609636698
1971,-10.514,0.559925869,0.803810768
1971,-8.026,0.449493483,0.625762202
1971,-5.431,0.607792751,0.838924311
1971,-18.342,0.35438469,0.491059446
1971,-12.535,0.404566538,0.520757635
1971,-16.118,0.479204558,0.673238691
1971,-18.22,0.334415271,0.49030398
1971,-12.693,0.607792751,0.838924311
1971,-11.832,0.382593001,0.609636698
1971,-11.996,0.45146606,0.654860822
1971,-14.344,0.378969801,0.662670206
1971,-12.682,0.364384924,0.58547954
1972,-11.939,0.416173065,0.706827671
1972,-28.946,0.368054039,0.572500601
1972,-10.561,0.559925869,0.803810768
1972,-24.321,0.382846902,0.594866645
1972,-6.071,0.446363867,0.577612661
1972,-13.637,0.321366997,0.528736353
1972,-12.409,0.564005986,0.817635146
1972,-8.242,0.776037656,0.814829656
1972,-11.864,0.559925869,0.82960374
1972,-12.469,0.480724781,0.722105298
1972,-12.061,0.416173065,0.706827671
1972,-11.881,0.766545451,0.866519754
1972,-12.43,0.407283888,0.593420296
1972,-8.962,0.766545451,0.86652032
1972,-9.217,0.404566538,0.520757635
1972,-10.955,0.403000799,0.607260129
1972,-9.253,0.46496643,0.569860089
1972,-9.079,0.404566538,0.520757635
1972,-8.351,0.564005986,0.817635146
1972,-8.671,0.410247407,0.633220624
1972,-9.992,0.638906377,0.818042044
1972,-6.958,0.404566538,0.520757635
1972,-11.68,0.249739671,0.415140368
1972,-11.314,0.496381146,0.664924362
1973,-9.492,0.482486802,0.407372281
1973,-14.977,0.382593001,0.609636698
1973,-8.662,0.561830538,0.69480252
1973,-16.111,0.450546674,0.576404205
1973,-7.449,0.466784212,0.672199944
1973,-10.829,0.359075218,0.595996628
1973,-13.209,0.425417872,0.553128999
1973,-5.67,0.838095532,0.850789989
1973,-18.612,0.313675752,0.398846319
1973,-20.172,0.481655862,0.749317801
1973,-6.112,0.289976449,0.400284059
1973,-17.886,0.368446212,0.571926731
1973,-14.322,0.382591638,0.548189066
1973,-8.486,0.766545451,0.86652032
1973,-14.873,0.382591638,0.548189066
1973,-5.771,0.479308459,0.717670525
1973,-9.645,0.545975531,0.748104672
1973,-9.146,0.31853603,0.4074304
1973,-3.97,0.339611732,0.548738642
1973,-14.152,0.383140731,0.487445648
1973,-9.363,0.449493483,0.625762202
1973,-17.315,0.383845367,0.585735488
1973,-11.876,0.355502995,0.522821818
1973,-12.977,0.425417872,0.553128999
1974,-9.253,0.479308459,0.717670525
1974,-16.357,0.365931469,0.467925843
1974,-11.663,0.496224349,0.732393863
1974,-10.943,0.610731463,0.872536599
1974,-14.03,0.35438469,0.491059446
1974,-9.325,0.479308459,0.717670525
1974,-12.987,0.397179043,0.530355668
1974,-13.839,0.376899808,0.487445648
1974,-10.06,0.735208878,0.817256939
1974,-8.064,0.482100019,0.696816892
1974,-8.88,0.395273632,0.605278303
1974,-9.957,0.403000799,0.607260129
1974,-8.28,0.406642649,0.627361447
1974,-12.484,0.177893845,0.487445648
1974,-5.686,0.610731463,0.872536599
1974,-7.844,0.482100019,0.696816892
1974,-5.959,0.432054079,0.586950622
1974,-10.906,0.481975849,0.810696983
1974,-9.328,0.6295148,0.76702021
1974,-10.193,0.479308459,0.717670525
1974,-14.822,0.397179043,0.530355668
1974,-13.895,0.38355747,0.652860466
1975,-12.714,0.464886257,0.657883116
1975,-15.161,0.294986617,0.44276965
1975,-8.351,0.348630142,0.545165441
1975,-8.674,0.360053307,0.540037749
1975,-14.886,0.450546674,0.576404205
1975,-7.98,0.766545451,0.866519754
1975,-12.253,0.294986617,0.44276965
1975,-11.292,0.382843062,0.537160563
1975,-9.631,0.766545451,0.86652032
1975,-12.685,0.450546674,0.576404205
1975,-9.783,0.350657335,0.488741866
1975,-10.178,0.511546184,0.700635528
1975,-12.936,0.414667368,0.569860089
1975,-13.776,0.633339909,0.675384812
1975,-11.47,0.460703674,0.685080489
1975,-13.615,0.595069407,0.840963901
1975,-11.062,0.386441097,0.579424108
1975,-15.089,0.294986617,0.44276965
1975,-9.745,0.482100019,0.696816892
1975,-9.003,0.58703963,0.836039353
1975,-13.278,0.375054446,0.560914045
1975,-10.987,0.352976472,0.510301323
1975,-11.969,0.382843062,0.537160563
1975,-3.471,0.383140731,0.487445648
1976,-5.807,0.405178359,0.567278871
1976,-17.337,0.144684661,0.632008013
1976,-11.19,0.311269885,0.446151505
1976,-12.502,0.396111527,0.620541382
1976,-9.045,0.482100019,0.696816892
1976,-8.951,0.529995833,0.747684076
1976,-14.655,0.344871922,0.484893131
1976,-12.551,0.384611084,0.523714637
1976,-14.274,0.443708895,0.634226963
1976,-15.342,0.384611084,0.523714637
1976,-12.983,0.341288723,0.518743959
1976,-8.903,0.561830538,0.69480252
1976,-8.852,0.543706051,0.676755655
1976,-16.739,0.740373516,0.837947909
1976,-5.745,0.496381146,0.664924362
1977,-11.506,0.40439264,0.640048357
1977,-7.54,0.518371606,0.688146051
1977,-9.769,0.530262813,0.63589871
1977,-12.193,0.61999595,0.735370102
1977,-8.424,0.144684661,0.632008013
1977,-13.358,0.363675677,0.601305751
1977,-13.589,0.367869339,0.546460288
1977,-19.633,0.46527021,0.6742378
1977,-27.885,0.363675677,0.601305751
1977,-10.613,0.397640637,0.411875463
1977,-6.758,0.549204384,0.73118423
1977,-6.458,0.549204384,0.73118423
1977,-17.225,0.437464554,0.720823972
1977,-11.107,0.386289651,0.606975737
1977,-8.782,0.603876487,0.765254692
1977,-5.901,0.43280431,0.517480572
1977,-16.43,0.344972456,0.492199331
1977,-9.11,0.386289651,0.606975737
1977,-3.533,0.311679481,0.415487694
1977,-8.812,0.547746275,0.778142723
1977,-16.599,0.574921423,0.865970006
1977,-14.009,0.377747202,0.568780219
1977,-8.127,0.331193537,0.503912373
1977,-11.947,0.33532213,0.491370279
1977,-11.803,0.382843062,0.537160563
1977,-9.286,0.352868134,0.555730918
1977,-9.696,0.547746275,0.778142723
1977,-12.432,0.344871922,0.484893131
1977,-13.855,0.378969801,0.662670206
1977,-17.058,0.473700501,0.772873274
1977,-9.817,0.496123346,0.714201447
1977,-25.604,0.344972456,0.492199331
1977,-8.331,0.601186059,0.775797363
1977,-6.617,0.549204384,0.73118423
1977,-9.897,0.33532213,0.491370279
1978,-13.11,0.349139602,0.539111561
1978,-5.563,0.633339909,0.675384812
1978,-4.556,0.531303319,0.822432829
1978,-7.261,0.465492356,0.722733963
1978,-6.092,0.502974636,0.698452539
1978,-11.058,0.528795206,0.700446614
1978,-17.664,0.464186402,0.755566398
1978,-9.4,0.412130327,0.507550906
1978,-23.44,0.511546184,0.700635528
1978,-17.1,0.594627867,0.831928949
1978,-5.752,0.43280431,0.517480572
1978,-7.687,0.369511565,0.514624265
1978,-13.75,0.314008167,0.475827935
1978,-11.704,0.532445871,0.707839968
1978,-9.821,0.465492356,0.722733963
1978,-8.282,0.615454462,0.790367909
1978,-8.535,0.479204558,0.673238691
1978,-7.196,0.38097955,0.588382122
1978,-8.258,0.340523827,0.422103043
1978,-6.021,0.576294651,0.764287182
1979,-10.275,0.372069058,0.593262655
1979,-8.383,0.320059113,0.632784245
1979,-10.815,0.341259912,0.586154418
1979,-13.666,0.4104772,0.656759788
1979,-11.031,0.434696913,0.659944919
1979,-8.707,0.420570307,0.561589946
1979,-11.314,0.406642649,0.627361447
1979,-19.514,0.372251208,0.573612399
1979,-11.714,0.532445871,0.707839968
1979,-10.853,0.293359843,0.399811279
1979,-9.727,0.144684661,0.632008013
1979,-10.744,0.384425906,0.571402429
1979,-4.058,0.539245418,0.737037558
1979,-23.949,0.415517083,0.684994897
1979,-11.425,0.359324727,0.557875168
1979,-19.115,0.40886172,0.647769063
1979,-14.857,0,0.508188067
1979,-10.7,0.531050193,0.691133729
1979,-9.869,0.352868134,0.555730918
1979,-11.902,0.409134869,0.618765785
1979,-6.975,0.386289651,0.606975737
1979,-7.436,0.312190887,0.450821298
1979,-8.302,0.58703963,0.836039353
1979,-7.57,0.43280431,0.517480572
1979,-11.999,0.451998594,0.70947262
1979,-8.333,0.378478309,0.526690732
1979,-14.071,0.503151606,0.670615396
1979,-20.058,0.43759098,0.666787431
1979,-9.633,0.495306693,0.786921231
1979,-13.613,0.4104772,0.656759788
1979,-13.083,0.601186059,0.775797363
1979,-8.885,0.482100019,0.696816892
1979,-12.328,0.611117503,0.872536599
1979,-26.862,0.463979514,0.725974866
1979,-6.923,0.429353515,0.623154284
1979,-8.958,0.482100019,0.696816892
1980,-7.736,0.528795206,0.700446614
1980,-7.356,0.531303319,0.822432829
1980,-6.419,0.547506775,0.731208047
1980,-9.71,0.294986617,0.44276965
1980,-11.685,0.359324727,0.557875168
1980,-10.415,0.497690507,0.63259242
1980,-9.663,0.576294651,0.764287182
1980,-10.133,0.539245418,0.737037558
1980,-8.01,0.46527021,0.6742378
1980,-7.545,0.414079473,0.666522677
1980,-20.055,0.367869339,0.546460288
1980,-5.49,0.601186059,0.775797363
1980,-13.425,0.615454462,0.790367909
1980,-11.514,0.464186402,0.755566398
1980,-20.394,0.372251208,0.573612399
1980,-11.636,0.615454462,0.790367909
1980,-10.874,0.437464554,0.720823972
1980,-8.562,0.414079473,0.666522677
1980,-14.343,0.564005986,0.817635146
1980,-5.788,0.372069058,0.593262655
1980,-13.347,0.461517204,0.643016666
1980,-12.908,0.401239122,0.559901438
1980,-8.015,0.547746275,0.778142723
1980,-10.922,0.294986617,0.44276965
1980,-15.572,0.402054897,0.611771113
1980,-7.749,0.489458258,0.679793556
1980,-10.347,0.495306693,0.786921231
1980,-19.769,0.378969801,0.662670206
1980,-13.739,0.461517204,0.643016666
1980,-13.546,0.365841574,0.475730978
1980,-5.693,0.496123346,0.714201447
1980,-12.793,0.547746275,0.778142723
1981,-10.756,0.461558452,0.630928608
1981,-10.844,0.437464554,0.720823972
1981,-9.99,0.372069058,0.593262655
1981,-14.178,0.503362448,0.700679842
1981,-10.011,0.472748273,0.719313234
1981,-8.209,0.423608913,0.615740353
1981,-6.635,0.579988982,0.744641246
1981,-10.915,0.511546184,0.700635528
1981,-4.907,0.359324727,0.557875168
1981,-7.325,0.360445766,0.58568315
1981,-9.742,0.548221892,0.853725857
1981,-12.551,0.4104772,0.656759788
1981,-4.606,0.547506775,0.731208047
1981,-6.692,0.541602503,0.739047424
1981,-7.842,0.382961658,0.573243195
1981,-7.167,0.382961658,0.573243195
1981,-8.729,0.294986617,0.44276965
1981,-15.314,0.341061399,0.398858713
1981,-15.433,0.578301634,0.655921418
1981,-16.619,0.532445871,0.707839968
1981,-12.206,0.547506775,0.731208047
1981,-14.613,0.578993549,0.81195304
1981,-6.681,0.418946871,0.62812134
1981,-16.701,0.349139602,0.539111561
1981,-8.037,0.429353515,0.623154284
1981,-41.691,0.406508249,0.635087811
1981,-8.662,0.294986617,0.44276965
1981,-9.836,0.42272137,0.618692142
1981,-18.967,0.578993549,0.81195304
1981,-8.777,0.389107387,0.619358946
1981,-14.05,0.825639111,0.843526543
1981,-8.105,0.464186402,0.755566398
1981,-29.106,0.397620535,0.558758556
1981,-3.237,0.776037656,0.814829656
1981,-9.796,0.461558452,0.630928608
1981,-7.606,0.501360613,0.724284927
1982,-9.013,0.454231157,0.630382334
1982,-10.7,0.634412385,0.787098355
1982,-18.91,0.547506775,0.731208047
1982,-3.028,0.78033412,0.852136187
1982,-9.89,0.272364626,0.566532654
1982,-13.192,0.360445766,0.58568315
1982,-5.098,0.618219159,0.858677442
1982,-8.907,0.384230563,0.641354081
1982,-9.013,0.420570307,0.561589946
1982,-7.594,0.324597714,0.467955066
1982,-8.844,0.489458258,0.679793556
1982,-14.199,0.144684661,0.632008013
1982,-13.558,0.497690507,0.63259242
1982,-14.511,0.386630837,0.540881349
1982,-8.173,0.360445766,0.58568315
1982,-8.112,0.418895804,0.597794859
1982,-6.267,0.465983423,0.630382334
1982,-11.763,0.578301634,0.655921418
1982,-9.507,0.726174387,0.864143219
1982,-6.54,0.466394434,0.535492536
1982,-13.143,0.601186059,0.775797363
1982,-8.867,0.476559379,0.727230315
1982,-4.264,0.539245418,0.737037558
1982,-25.651,0.376939984,0.577276089
1982,-11.591,0.384230563,0.641354081
1982,-3.402,0.454231157,0.630382334
1982,-12.664,0.473613189,0.713322147
1982,-10.18,0.414079473,0.666522677
1982,-10.998,0.607792751,0.838924311
1982,-12.82,0.366741233,0.588140722
1982,-10.403,0.384230563,0.641354081
1982,-21.141,0.30045446,0.443162398
1982,-11.768,0.294986617,0.44276965
1982,-28.431,0.187676301,0.387242595
1982,-7.897,0.550991009,0.853725857
1982,-11.588,0.338129864,0.525227336
1982,-10.644,0.256977994,0.374763103
1982,-10.841,0.461517204,0.643016666
1982,-13.692,0.623835201,0.730669502
1982,-15.716,0.386630837,0.540881349
1982,-10.826,0.384230563,0.641354081
1982,-12.512,0.372251208,0.573612399
1982,-10.685,0.310065425,0.505009563
1982,-10.762,0.502974636,0.698452539
1982,-12.162,0.473613189,0.713322147
1982,-10.992,0.607792751,0.838924311
1982,-18.576,0.358685666,0.543971487
1982,-10.502,0.59473386,0.865970006
1982,-8.928,0.294986617,0.44276965
1982,-8.972,0.397850323,0.604586044
1983,-16.433,0.415517083,0.684994897
1983,-13.078,0.412110495,0.695416519
1983,-18.863,0.435468899,0.675766803
1983,-9.614,0.555414576,0.726298027
1983,-6.375,0.517342286,0.77149215
1983,-12.455,0.441366585,0.606611264
1983,-10.19,0.555414576,0.726298027
1983,-12.581,0.497690507,0.63259242
1983,-14.361,0.615454462,0.790367909
1983,-10.285,0.399186285,0.596602385
1983,-10.155,0.406367593,0.575986601
1983,-8.978,0.431648556,0.694566512
1983,-12.861,0.397594324,0.606885311
1983,-7.933,0.382549929,0.566329185
1983,-6.961,0.496123346,0.714201447
1983,-4.07,0.387561697,0.516258258
1983,-10.633,0.518371606,0.688146051
1983,-24.308,0.473613189,0.713322147
1983,-18.335,0.473700501,0.772871995
1983,-15.6,0.435468899,0.67577137
1983,-8.013,0.503362448,0.700679842
1983,-11.008,0.526846925,0.736440741
1983,-12.256,0.443930193,0.621414328
1983,-16.945,0.461517204,0.643016666
1983,-8.039,0.382549929,0.566329185
1983,-20.911,0.459387425,0.668087296
1983,-17.763,0.454785379,0.683845007
1983,-9.233,0.555414576,0.726298027
1983,-8.015,0.461558452,0.630928608
1983,-13.546,0.347249717,0.496224085
1983,-5.015,0.414783863,0.500510256
1983,-17.569,0.550212562,0.751629597
1983,-5.775,0.623835201,0.730669502
1983,-13.03,0.336645937,0.496128895
1983,-9.462,0.418895804,0.597794859
1983,-5.03,0.615454462,0.790367909
1983,-4.456,0.441643405,0.687694457
1983,-16.755,0.375003369,0.51097702
1983,-12.063,0.579988982,0.744641246
1983,-7.465,0.435633741,0.615575255
1983,-15.852,0.403197978,0.611942956
1983,-7.792,0.496123346,0.714201447
1983,-15.309,0.440370731,0.620027189
1983,-11.796,0.454785379,0.683845007
1983,-30.712,0.459387425,0.668087296
1983,-20.009,0.439843854,0.57763315
1983,-10.347,0.415517083,0.684994897
1984,-13.496,0.332275747,0.426667857
1984,-3.818,0.466826993,0.711165787
1984,-12.75,0.606630152,0.686988955
1984,-10.764,0.420570307,0.561589946
1984,-14.409,0.389119622,0.525740269
1984,-21.997,0.443930193,0.621414328
1984,-5.914,0.517990221,0.710901466
1984,-5.811,0.537002043,0.789098032
1984,-12.23,0.443930193,0.621414328
1984,-17.428,0.384230563,0.641354081
1984,-9.341,0.529195922,0.703690572
1984,-13.844,0.485781602,0.674464705
1984,-10.499,0.532445871,0.707839968
1984,-19.121,0.332275747,0.426667857
1984,-15.182,0.361587942,0.556750823
1984,-5.185,0.543954417,0.645720023
1984,-7.643,0.34209665,0.508971308
1984,-24.905,0.473613189,0.713322147
1984,-11.516,0.838095532,0.850789989
1984,-21.45,0.386243701,0.548882424
1984,-10.44,0.808502137,0.866519754
1984,-7.694,0.271597251,0.439809783
1984,-12.525,0.415517083,0.684994897
1984,-6.748,0.606630152,0.686988955
1984,-15.086,0.452380504,0.749711707
1984,-7.651,0.386289651,0.606975737
1984,-8.999,0.338400248,0.389837556
1984,-10.273,0.376556981,0.597113361
1984,-7.392,0.384425906,0.571402429
1984,-7.34,0.543954417,0.645720023
1984,-17.181,0.361587942,0.556750823
1984,-15.849,0.564005986,0.817635146
1985,-12.332,0.306242264,0.435415818
1985,-6.629,0.523699078,0.75100762
1985,-26.266,0.30045446,0.443162398
1985,-11.479,0.374271174,0.626436382
1985,-12.091,0.415517083,0.684994897
1985,-18.719,0.423825663,0.650726924
1985,-4.398,0.43280431,0.517480572
1985,-14.445,0.402054897,0.611771113
1985,-6.069,0.417601488,0.64909505
1985,-5.19,0.606630152,0.686988955
1985,-9.657,0.419967936,0.609819761
1985,-4.818,0.576903816,0.833967972
1985,-11.326,0.449253877,0.617421407
1985,-5.612,0.601186059,0.775797363
1985,-11.793,0,0.059626097
1985,-9.882,0.544257506,0.78303711
1985,-15.222,0.507781667,0.69044755
1985,-6.276,0.34424658,0.515279199
1985,-10.958,0.544257506,0.78303711
1985,-4.104,0.665576619,0.915823253
1985,-15.734,0.269230688,0.414995146
1985,-8.38,0.419967936,0.609819761
1985,-11.082,0.500691341,0.643182773
1985,-14.283,0.606630152,0.686988955
1985,-13.77,0.547506775,0.731208047
1985,-14.399,0.481655862,0.749317801
1985,-3.471,0.414783863,0.500510256
1985,-11.341,0.578301634,0.655921418
1985,-4.621,0.718891456,0.839297678
1985,-15.591,0.498497973,0.750621598
1985,-4.118,0.419967936,0.609819761
1985,-7.663,0.606630152,0.686988955
1985,-13.715,0.402054897,0.611771113
1985,-5.233,0.551552455,0.749796959
1986,-8.346,0.553071991,0.776675856
1986,-8.531,0.500691341,0.643182773
1986,-28.347,0.476559379,0.727230315
1986,-9.628,0.537537201,0.681598553
1986,-38.525,0.491828704,0.679519208
1986,-8.591,0.71366982,0.844085061
1986,-4.357,0.523699078,0.75100762
1986,-13.644,0.447206657,0.632779016
1986,-15.909,0.521726648,0.774037142
1986,-10.733,0.379396806,0.469747624
1986,-9.406,0.429353515,0.623154284
1986,-13.339,0.374791219,0.547938241
1986,-10.223,0.51346329,0.707199764
1986,-12.217,0.482100019,0.696816892
1986,-11.761,0.58257534,0.803836826
1986,-10.294,0.466775622,0.690080124
1986,-12.853,0.550212562,0.751629597
1986,-11.54,0.386630837,0.540881349
1986,-8.872,0.379495651,0.481180212
1986,-2.339,0.419967936,0.609819761
1986,-13.845,0.405967369,0.617608694
1986,-4.857,0.718891456,0.839297678
1986,-11.71,0.466775622,0.690080124
1986,-23.907,0.418989675,0.590473194
1986,-4.21,0.523699078,0.75100762
1986,-5.074,0.526549035,0.733637825
1986,-6.856,0.434696913,0.659944919
1986,-8.513,0.374986646,0.568897347
1986,-21.032,0.399042081,0.611801471
1986,-6.832,0.396596275,0.556410013
1986,-5.235,0.31930004,0.515726299
1986,-10.047,0.543225521,0.78787777
1986,-16.6,0.473636665,0.583989842
1986,-9.306,0.540157744,0.752318643
1986,-7.333,0.526549035,0.733637825
1986,-12.289,0.476559379,0.727230315
1986,-3.579,0.655283798,0.915823253
1987,-8.576,0.44793548,0.636423645
